skill_id,skill_name,skill_type,reuse_level,esco_skill_id,description
audit-techniques,audit techniques,knowledge,cross-sector,key_7094,"The techniques and methods that support a systematic and independent examination of data, policies, operations and performances using computer-assisted audit tools and techniques (CAATs) such as spreadsheets, databases, statistical analysis and business intelligence software."
calibrate-mechatronic-instruments,calibrate mechatronic instruments,skill/competence,sector-specific,key_7103,Correct and adjust the reliability of an mechatronic instrument by measuring output and comparing results with the data of a reference device or a set of standardised results. This is done in regular intervals which are set by the manufacturer.
create-business-process-models,create business process models,skill/competence,cross-sector,key_7104,"Develop formal and informal descriptions of the business processes and the organisational structure by using business process models, notations and tools."
waterfall-development,Waterfall development,knowledge,sector-specific,key_7109,The waterfall development model is a methodology to design software systems and applications.
manage-engineering-project,manage engineering project,skill/competence,cross-sector,key_7110,"Manage engineering project resources, budget, deadlines, and human resources, and plan schedules as well as any technical activities pertinent to the project."
maintain-responsive-design,maintain responsive design,skill/competence,occupation-specific,key_7122,Ensure that the website runs on the latest technology and is multi-platform compatible and mobile-friendly.
educate-on-data-confidentiality,educate on data confidentiality,skill/competence,cross-sector,key_7128,"Share information with and instruct users in the risks involved with data, especially risks to the confidentiality, integrity, or availability of data. Educate them on how to ensure data protection."
create-3d-characters,create 3D characters,skill/competence,sector-specific,key_7133,Develop 3D models by transforming and digitising previously designed characters using specialised 3D tools
disability-types,disability types,knowledge,cross-sector,key_7135,"The nature and types of disabilities affecting the human beings such as physical, cognitive, mental, sensory, emotional or developmental and the specific needs and access requirements of disabled people."
vagrant,Vagrant,knowledge,sector-specific,key_7144,"The tool Vagrant is a software program to perform configuration identification, control, status accounting and audit."
maintain-broadcast-equipment,maintain broadcast equipment,skill/competence,occupation-specific,key_7147,"Maintain, check, and repair broadcast equipment to ensure continuity of operations."
develop-with-cloud-services,develop with cloud services,skill/competence,sector-specific,key_7154,"Write code that interacts with cloud services by using APIs, SDKs, and cloud CLI. Write code for serverless applications, translate functional requirements into application design, implement application design into application code."
eclipse-integrated-development-environment-software,Eclipse (integrated development environment software),knowledge,sector-specific,key_7157,"The computer program Eclipse is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the Eclipse Foundation."
design-database-scheme,design database scheme,skill/competence,sector-specific,key_7191,"Draft a database scheme by following the Relational Database Management System (RDBMS) rules in order to create a logically arranged group of objects such as tables, columns and processes."
consumer-electronics,consumer electronics,knowledge,sector-specific,key_7194,"The functioning of electronic consumer goods such as TVs, radios, cameras and other audio and video equipment."
multi-professional-cooperation-in-health-care,multi-professional cooperation in health care,knowledge,sector-specific,key_7199,"The way to behave during team meetings, visits and meetings in multi-professional cooperation especially with other health professionals."
test-mechatronic-units,test mechatronic units,skill/competence,sector-specific,key_7215,Test mechatronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
art-history,art history,knowledge,sector-specific,key_7219,"The history of art and artists, the artistic trends throughout centuries and their contemporary evolutions."
learning-management-systems,learning management systems,knowledge,cross-sector,key_7223,"The e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
apply-strategic-thinking,apply strategic thinking,skill/competence,cross-sector,key_7226,"Apply generation and effective application of business insights and possible opportunities, in order to achieve competitive business advantage on a long-term basis."
technically-design-a-sound-system,technically design a sound system,skill/competence,sector-specific,key_7238,"Set up, test and operate a complex audio system, based on a given sound concept. This could be a permanent as well as a temporary installation."
maintenance-operations,maintenance operations,knowledge,cross-sector,key_7241,"The preservation and restoration of products and systems, and the methods and logistics of these practices."
design-integrated-circuits,design integrated circuits,skill/competence,cross-sector,key_7258,"Design and draft integrated circuits (IC) or semiconductors, such as microchips, used in electronic products. Integrate all necessary components, such as diodes, transistors, and resistors. Pay attention to the design of input signals, output signals, and power availability."
wordpress,WordPress,knowledge,sector-specific,key_7266,"The open-source web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledge."
glue-film-reels,glue film reels,skill/competence,occupation-specific,key_7283,Glue film reels together with a splicer.
prospect-new-customers,prospect new customers,skill/competence,sector-specific,key_7293,"Initiate activities in order to attract new and interesting customers. Ask for recommendations and references, find places where potential customers can be located."
aesthetics,aesthetics,knowledge,cross-sector,key_7302,Set of principles based on which something is appealing and beautiful.
maintain-audiovisual-equipment,maintain audiovisual equipment,skill/competence,sector-specific,key_7327,"Perform routine maintenance tasks on audiovisual equipment as well as minor repairs, such as replacing parts and calibrating the instruments, on equipment used in processing sound and images."
ict-communications-protocols,ICT communications protocols,knowledge,sector-specific,key_7329,The system of rules which allow the exchange of information between computers or other devices via computer networks.
3d-lighting,3D lighting,knowledge,sector-specific,key_7331,The arrangement or digital effect which simulates lighting in a 3D environment.
solve-location-and-navigation-problems-by-using-gps-tools,solve location and navigation problems by using GPS tools,skill/competence,sector-specific,key_7363,"Use applications and devices which provide users with accurate assessment of their location using system of satellites, such as navigation systems."
risk-management,risk management,knowledge,cross-sector,key_7364,"The process of identifying, assessing, and prioritising of all types of risks and where they could come from, such as natural causes, legal changes, or uncertainty in any given context, and the methods for dealing with risks effectively."
apply-gaming-psychology,apply gaming psychology,skill/competence,sector-specific,key_7369,Employ human psychology principles for gaming development strategies in order to create appealing games.
environmental-legislation,environmental legislation,knowledge,cross-sector,key_7385,The environmental policies and legislation applicable in a certain domain.
sql-server-integration-services,SQL Server Integration Services,knowledge,sector-specific,key_7389,"The computer program SQL Server Integration Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Microsoft."
structure-soundtrack,structure soundtrack,skill/competence,occupation-specific,key_7390,Structure the music and sound a film to make sure that all components work together.
ansible,Ansible,knowledge,sector-specific,key_7392,"The tool Ansible is a software program to perform configuration identification, control, status accounting and audit."
outsourcing-strategy,outsourcing strategy,knowledge,sector-specific,key_7393,The high level planning for managing and optimising external services of providers to execute business processes.
ict-system-integration,ICT system integration,knowledge,sector-specific,key_7401,"The principles of integrating ICT components and products from a number of sources to create an operational ICT system, techniques which ensure interoperability and interfaces between components and the system."
assess-students,assess students,skill/competence,cross-sector,key_7409,"Evaluate the students' (academic) progress, achievements, course knowledge and skills through assignments, tests, and examinations. Diagnose their needs and track their progress, strengths, and weaknesses. Formulate a summative statement of the goals the student achieved."
study-website-behaviour-patterns,study website behaviour patterns,skill/competence,cross-sector,key_7410,"Research, analyse and optimise business results and user experience online through the use of tracking website metric tools."
conduct-online-competitive-analysis,conduct online competitive analysis,skill/competence,sector-specific,key_7432,Assess strengths and weaknesses of current and potential competitors. Analyse competitors' web strategies.
broadcast-using-internet-protocol,broadcast using Internet Protocol,skill/competence,occupation-specific,key_7449,Manage broadcasting over the internet by properly using the Internet Protocol in order to ensure the broadcast is accessible to users.
cisco,Cisco,knowledge,sector-specific,key_7452,The products available from the network equipment provider Cisco and methods for selecting and procuring the equipment.
sensors,sensors,knowledge,cross-sector,key_7455,"Sensors are transducers that can detect or sense characteristics in their environment. They detect changes in the apparatus or environment and provide a corresponding optical or electrical signal. Sensors are commonly divided in six classes: mechanical, electronic, thermal, magnetic, electrochemical, and optical sensors."
oracle-weblogic,Oracle WebLogic,knowledge,sector-specific,key_7470,The application server Oracle WebLogic is Java EE based application server which serves as a middle tier that links the back-end databases to the related applications.
communicate-in-healthcare,communicate in healthcare,skill/competence,cross-sector,key_7483,"Communicate effectively with patients, families and other caregivers, health care professionals, and community partners."
project-management,project management,knowledge,sector-specific,key_7484,"Understand project management and the activities which comprise this area. Know the variables implied in project management such as time, resources, requirements, deadlines, and responding to unexpected events."
implement-data-quality-processes,implement data quality processes,skill/competence,cross-sector,key_7490,"Apply quality analysis, validation and verification techniques on data to check data quality integrity."
ensure-information-privacy,ensure information privacy,skill/competence,sector-specific,key_7500,"Design and implement business processes and technical solutions to guarantee data and information confidentiality in compliance with legal requirements, also considering public expectations and political issues of privacy."
collect-customer-feedback-on-applications,collect customer feedback on applications,skill/competence,cross-sector,key_7501,Gather a response and analyse data from customers to identify requests or problems in order to improve applications and overall customer satisfaction.
unified-modelling-language,unified modelling language,knowledge,sector-specific,key_7506,The general-purpose modelling language used in software development to offer a standard visualisation of system designs.
deploy-ict-systems,deploy ICT systems,skill/competence,sector-specific,key_7515,"Deliver and instalI computers or ICT systems, ensuring testing and preparation for use."
transmission-technology,transmission technology,knowledge,cross-sector,key_7523,"Technologies that allow the transmission of analogue or digital information signals over a point-to-point or a point-to-multipoint through the use of communication channels or transmission media, such as optical fibre, copper wire, or wireless communication channels. The information or data are usually transmitted as an electromagnetic signal, such as radio waves or microwaves."
utilise-content-types,utilise content types,skill/competence,cross-sector,key_7532,"Use MIME types and subtypes as standard identifier to indicate the type of data that a file contains such as the type of link, object, script and style elements and the media type."
develop-ict-test-suite,develop ICT test suite,skill/competence,sector-specific,key_7540,Create a series of test cases to check software behaviour versus specifications. These test cases are then to be used during subsequent testing.
install-image-equipment,install image equipment,skill/competence,occupation-specific,key_7552,Install and connect projection and image equipment.
operate-an-audio-mixing-console,operate an audio mixing console,skill/competence,sector-specific,key_7553,Operate an audio mixing system during rehearsals or during live performances.
evaluate-training,evaluate training,skill/competence,cross-sector,key_7557,"Assess the realisation of the training's learning outcomes and goals, the quality of teaching, and give transparent feedback to the trainers and trainees."
engineering-processes,engineering processes,knowledge,sector-specific,key_7565,The systematic approach to the development and maintenance of engineering systems.
calculate-design-costs,calculate design costs,skill/competence,sector-specific,key_7581,Calculate design costs to make sure the project is financially viable.
learning-difficulties,learning difficulties,knowledge,cross-sector,key_7588,"The learning disorders some students face in an academic context, especially Specific Learning Difficulties such as dyslexia, dyscalculia, and concentration deficit disorders."
issue-purchase-orders,issue purchase orders,skill/competence,sector-specific,key_7590,Produce and review the documents needed to authorise shipment of a product from the supplier at a specified price and within specific terms.
provide-information,provide information,skill/competence,cross-sector,key_7591,"Ensure quality and correctness of provided information, depending on the type of audience and context."
maintain-robotic-equipment,maintain robotic equipment,skill/competence,sector-specific,key_7596,"Diagnose and detect malfunctions in robotic components and systems and remove, replace, or repair these components when necessary. Execute preventative equipment maintenance tasks, such as storing robotic components in clean, dust-free, and non-humid spaces."
image-formation,image formation,knowledge,cross-sector,key_7597,"The principles and factors determining the formation of an image such as geometry, radiometry, photometry, sampling and analog to digital conversion."
use-methodologies-for-user-centered-design,use methodologies for user-centered design,skill/competence,sector-specific,key_7605,"Use design methodologies in which the needs, wishes and limitations of end users of a product, service or process are given extensive attention at each stage of the design process."
operate-relational-database-management-system,operate relational database management system,skill/competence,sector-specific,key_7606,"Extract, store and verify information using database management systems based on the relational database model, which arranges data into tables of rows and columns, such as Oracle Database, Microsoft SQL Server and MySQL."
plan-digital-marketing,plan digital marketing,skill/competence,cross-sector,key_7607,"Develop digital marketing strategies for both leisure and business purposes, create websites and deal with mobile technology and social networking."
use-communication-equipment,use communication equipment,skill/competence,sector-specific,key_7609,"Set up, test and operate different types of communication equipment such as transmission equipment, digital network equipment, or telecommunications equipment."
adapt-to-type-of-media,adapt to type of media,skill/competence,sector-specific,key_7613,"Adapt to different types of media such as television, movies, commercials, and others. Adapt work to type of media, scale of production, budget, genres within type of media, and others."
develop-organisational-information-goals,develop organisational information goals,skill/competence,occupation-specific,key_7634,"Develop and interpret organisational information goals, creating specific policies and procedures."
use-testing-equipment,use testing equipment,skill/competence,cross-sector,key_7647,Use equipment to test performance and operation of machinery.
perform-ict-troubleshooting,perform ICT troubleshooting,skill/competence,cross-sector,key_7649,"Identify problems with servers, desktops, printers, networks, and remote access, and perform actions which solve the problems."
task-algorithmisation,task algorithmisation,knowledge,cross-sector,key_7658,The techniques to convert unstructured descriptions of a process into step-by-step sequence of actions of a finite number of steps.
plan-social-media-marketing-campaigns,plan social media marketing campaigns,skill/competence,sector-specific,key_7680,Plan and implement a marketing campaign on social media.
analyse-consumer-buying-trends,analyse consumer buying trends,skill/competence,cross-sector,key_7692,Analyse buying habits or currently prevalent customer behaviour.
online-ads-campaign-techniques,online ads campaign techniques,knowledge,cross-sector,key_7693,Techniques to plan and implement a marketing campaign on online ads platforms.
develop-ict-workflow,develop ICT workflow,skill/competence,sector-specific,key_7697,"Create repeatable patterns of ICT activity within an organisation which enhances the systematic transformations of products, informational processes and services through their production."
assist-students-with-equipment,assist students with equipment,skill/competence,cross-sector,key_7699,Provide assistance to students when working with (technical) equipment used in practice-based lessons and solve operational problems when necessary.
tools-for-ict-test-automation,tools for ICT test automation,knowledge,sector-specific,key_7709,"The specialised software to execute or control tests and compare predicted testing outputs with actual testing results such as Selenium, QTP and LoadRunner"
sales-promotion-techniques,sales promotion techniques,knowledge,sector-specific,key_7715,The techniques used to persuade customers to purchase a product or a service.
improve-business-processes,improve business processes,skill/competence,cross-sector,key_7733,Optimise the series of operations of an organisation to achieve efficiency. Analyse and adapt existing business operations in order to set new objectives and meet new goals.
apply-publicity-code,apply publicity code,skill/competence,occupation-specific,key_7734,"Apply legislation and rules to present products to a public in texts, pictures and other symbols."
plan-teamwork,plan teamwork,skill/competence,sector-specific,key_7742,Plan the working schedule of a group of people in order to meet all time and quality requirements.
use-query-languages,use query languages,skill/competence,sector-specific,key_7747,Retrieve information from a database or information system using computer languages designed for the retrieval of data.
signal-cues-to-announcers,signal cues to announcers,skill/competence,occupation-specific,key_7754,Signal when a song or commercial is about to end or begin to announcers so they know when to start or stop talking.
follow-clinical-guidelines,follow clinical guidelines,skill/competence,cross-sector,key_7756,"Follow agreed protocols and guidelines in support of healthcare practice which are provided by healthcare institutions, professional associations, or authorities and also scientific organisations."
nosql,NoSQL,knowledge,sector-specific,key_7795,"The Not Only SQL non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud."
maintain-a-central-project-repository,maintain a central project repository,skill/competence,cross-sector,key_7800,Store project files and documents in a central repository accessible to the project manager and to all the project teams. Use available online tools and dedicated software.
identify-software-for-warehouse-management,identify software for warehouse management,skill/competence,cross-sector,key_7810,"Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations."
ict-help-platforms,ICT help platforms,knowledge,sector-specific,key_7828,The platforms for delivering help systems for operating systems.
lathe-machine-parts,lathe machine parts,knowledge,cross-sector,key_7829,"The different parts of a lathe machine and their applications, such as the compound, the bed, the sadle, the cross slide, the cutting tool, the lathe dog and more."
design-circuit-boards,design circuit boards,skill/competence,cross-sector,key_7839,"Draught circuit boards used in electronic product such as cell phones and computers, make sure to include integrated circuits and microchips in the design."
analyse-environmental-data,analyse environmental data,skill/competence,sector-specific,key_7847,Analyse data that interpret correlations between human activities and environmental effects.
ict-security-legislation,ICT security legislation,knowledge,sector-specific,key_7861,"The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption."
handle-rental-overdues,handle rental overdues,skill/competence,sector-specific,key_7874,Identifying rental delays of return and applying the appropriate measures such as additional payment and adjust availability of rentable items.
provide-software-testing-documentation,provide software testing documentation,skill/competence,sector-specific,key_7890,Describe software testing procedures to technical team and analysis of test outcomes to users and clients in order to inform them about state and efficiency of software.
test-microelectronics,test microelectronics,skill/competence,sector-specific,key_7924,Test microelectronics using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
perform-software-unit-testing,perform software unit testing,skill/competence,sector-specific,key_7927,Test single units of source code to determine whether or not they are suitable for use by creating short code fragments.
develop-software-prototype,develop software prototype,skill/competence,sector-specific,key_7930,Create a first incomplete or preliminary version of a piece of software application to simulate some specific aspects of the final product.
optimise-production,optimise production,skill/competence,sector-specific,key_7935,"Analyse and identify the strengths and weaknesses of solutions, conclusions or approaches to problems; formulate and plan alternatives."
collect-ict-data,collect ICT data,skill/competence,cross-sector,key_7952,Gather data by designing and applying search and sampling methods.
assemble-performance-equipment,assemble performance equipment,skill/competence,sector-specific,key_7955,"Set up sound, light and video equipment on stage before performance event according to specifications."
organisational-resilience,organisational resilience,knowledge,sector-specific,key_7956,"The strategies, methods and techniques that increase the organisation's capacity to protect and sustain the services and operations that fulfil the organisational mission and create lasting values by effectively addressing the combined issues of security, preparedness, risk and disaster recovery."
monitor-technology-trends,monitor technology trends,skill/competence,cross-sector,key_7962,"Survey and investigate recent trends and developments in technology. Observe and anticipate their evolution, according to current or future market and business conditions."
deal-with-pressure-from-unexpected-circumstances,deal with pressure from unexpected circumstances,skill/competence,sector-specific,key_7972,Strive to achieve objectives despite the pressures arising from unexpected factors outside of your control.
use-cam-software,use CAM software,skill/competence,cross-sector,key_7976,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
develop-strategy-to-solve-problems,develop strategy to solve problems,skill/competence,cross-sector,key_7979,"Develop specific goals and plans to prioritise, organise, and accomplish work."
robotic-components,robotic components,knowledge,cross-sector,key_7981,"The components that can be found in robotic systems, such as microprocessors, electronics, sensors, circuit boards, encoders, servomotors, controllers, pneumatics or hydraulics."
define-measurable-marketing-objectives,define measurable marketing objectives,skill/competence,cross-sector,key_7984,"Outline the measurable performance indicators of the marketing plan such as market share, customer value, brand awareness, and sales revenues. Follow up on the progress of these indicators during the development of the marketing plan."
monitor-automated-machines,monitor automated machines,skill/competence,cross-sector,key_7986,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment in order to identify abnormalities."
convert-scribbles-into-virtual-sketches,convert scribbles into virtual sketches,skill/competence,occupation-specific,key_7992,Use software to convert the roughly drawn representation of a design into a two-dimensional geometrical sketch that they can further develop to obtain the final concept.
analyse-ict-system,analyse ICT system,skill/competence,sector-specific,key_7996,"Analyse the functioning and performance of information systems in order to define their goals, architecture and services and set procedures and operations to meet end users requirements."
manage-workflow-processes,manage workflow processes,skill/competence,cross-sector,key_7998,"Develop, document and implement traffic and workflow processes across the company for different functions. Liaise with several departments and services such as account management and the creative director to plan and resource work."
coordinate-engineering-teams,coordinate engineering teams,skill/competence,cross-sector,key_8002,"Plan, coordinate and supervise engineering activities together with engineers and engineering technicians. Ensure clear and effective channels of communication across all departments. Make sure the team is aware of the standards and objectives of the research and development."
health-psychology,health psychology,knowledge,sector-specific,key_8008,"The development, implementations and evaluation of health psychological concepts."
computer-vision,computer vision,knowledge,cross-sector,key_8012,"The definition and functioning of computer vision. Computer vision tools to allow computers to extract information from digital images such as photographs or video. Areas of application to solve real-world problems like security, autonomous driving, robotic manufacturing and inspection, digital image classification, medical image processing and diagnosis, and others."
advise-client-on-technical-possibilities,advise client on technical possibilities,skill/competence,cross-sector,key_8022,"Recommend technical solutions, including systems, to the client within the framework of a project."
gamesalad,GameSalad,knowledge,sector-specific,key_8027,The drag-and-drop software interface that consists of specialised design tools used for the rapid iteration of user-derived computer games by users with limited programming knowledge.
computer-science,computer science,knowledge,cross-sector,key_8028,"The scientific and practical study that deals with the foundations of information and computation, namely algorithms, data structures, programming, and data architecture. It deals with the practicability, structure and mechanisation of the methodical procedures that manage the acquisition, processing, and access to information."
test-for-behavioural-patterns,test for behavioural patterns,skill/competence,cross-sector,key_8050,Discern patterns in the behaviour of individuals by using various tests in order to understand the causes of their behaviour.
john-the-ripper-penetration-testing-tool,John The Ripper (penetration testing tool),knowledge,sector-specific,key_8052,The tool John the Ripper is a password recovery tool which tests security weaknesses of the systems for potentially unauthorised access to system information. The key features of this tool are the strength-checking code and password hash code.
operate-private-branch-exchange,operate private branch exchange,skill/competence,sector-specific,key_8082,"Handle Private Branch Exchange (PBX), a telecommunication system within an organisation that switches calls between users on local lines. At the same time the system allows all users to share external phone lines."
assess-sound-quality,assess sound quality,skill/competence,sector-specific,key_8088,Assess the recorded sound and music. Make sure it conforms to specifications.
identify-education-needs,identify education needs,skill/competence,cross-sector,key_8094,"Identify the needs of students, organisations and companies in terms of provision of education in order to aid in the development of curricula and education policies."
collect-healthcare-user-s-general-data,collect healthcare user's general data,skill/competence,sector-specific,key_8115,Collect qualitative and quantitative data related to the healthcare user's anagraphic data and provide support on filling out the present and past history questionnaire and record the measures/tests performed by the practitioner.
finish-project-within-budget,finish project within budget,skill/competence,cross-sector,key_8116,Make sure to stay within budget. Adapt work and materials to budget.
use-automatic-programming,use automatic programming,skill/competence,sector-specific,key_8120,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality."
cost-management,cost management,knowledge,sector-specific,key_8129,"The process of planning, monitoring and adjusting the expenses and revenues of a business in order to achieve cost efficiency and capability."
vocal-techniques,vocal techniques,knowledge,cross-sector,key_8132,The various techniques for using your voice correctly without exhausting or damaging it when changing voice in tone and volume.
develop-virtual-game-engine,develop virtual game engine,skill/competence,sector-specific,key_8135,Create a virtual software framework that abstracts the details of doing common game-related tasks.
design-the-digital-interface-of-gambling-betting-and-lottery-games,"design the digital interface of gambling, betting and lottery games",skill/competence,occupation-specific,key_8168,"Create the digital outlook of gambling, betting and lottery games to make them appealing to the audience."
execute-ict-audits,execute ICT audits,skill/competence,sector-specific,key_8180,"Organise and execute audits in order to evaluate ICT systems, compliance of components of systems, information processing systems and information security. Identify and collect potential critical issues and recommend solutions based on required standards and solutions."
collaborate-with-music-librarians,collaborate with music librarians,skill/competence,sector-specific,key_8181,Communicate and work together with music librarians to ensure permanent availability of scores.
design-database-in-the-cloud,design database in the cloud,skill/competence,sector-specific,key_8203,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design."
animate-3d-organic-forms,animate 3D organic forms,skill/competence,sector-specific,key_8221,"Vitalise digital 3D models of organic items, such as emotions or face movements of characters and place them in a digital 3D environment."
statistics,statistics,knowledge,cross-sector,key_8223,"The study of statistical theory, methods and practices such as collection, organisation, analysis, interpretation and presentation of data. It deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments in order to forecast and plan work-related activities."
attend-to-ict-systems-quality,attend to ICT systems quality,skill/competence,sector-specific,key_8232,"Ensure correct operations which comply fully with specific needs and outcomes in terms of the development, integration, security and overall management of ICT systems."
record-customers-personal-data,record customers' personal data,skill/competence,sector-specific,key_8255,Gather and record customers' personal data into the system; obtain all signatures and documents required for rental.
graphic-design,graphic design,knowledge,cross-sector,key_8266,The techniques to create a visual representation of ideas and messages.
learning-technologies,learning technologies,knowledge,sector-specific,key_8269,"The technologies and channels, including digital, to enhance learning."
assemble-robots,assemble robots,skill/competence,sector-specific,key_8280,"Assemble robotic machines, devices, and components according to engineering drawings. Program and install the necessary components of robotic systems, such as robot controllers, conveyors, and end-of-arm tools."
cyber-security,cyber security,knowledge,sector-specific,key_8309,"The methods that protect ICT systems, networks, computers, devices, services, digital information and people against illegal or unauthorised use."
synchronise-sound-with-images,synchronise sound with images,skill/competence,sector-specific,key_8323,Synchronise recorded sound with footage.
prosthetic-devices,prosthetic devices,knowledge,sector-specific,key_8331,"The various artificial replacements of body parts or limbs, which were lost during a trauma, disease or an accident."
manage-flight-data-communications-programme,manage flight data communications programme,skill/competence,sector-specific,key_8334,"Manage the exchanges of digital data between air traffic controllers and pilots to enable efficient aviation operations, such as trajectory-based routing and optimised profile descents. Support the safety-of-flight command, control, and information services by providing data connectivity. Provide ground automated message generation, transmission, and routing."
set-up-light-board,set up light board,skill/competence,sector-specific,key_8335,"Install, connect and try out light board in a live performance environment."
contact-customers,contact customers,skill/competence,sector-specific,key_8353,Contact customers by telephone in order to respond to inquiries or to notify them of claim investigation results or any planned adjustments.
develop-artistic-project-budgets,develop artistic project budgets,skill/competence,sector-specific,key_8354,"Developing artistic project budgets for approval, estimating deadlines and material costs."
use-word-processing-software,use word processing software,skill/competence,cross-sector,key_8356,"Use computer software applications for composition, editing, formatting, and printing of any sort of written material."
plan-learning-curriculum,plan learning curriculum,skill/competence,cross-sector,key_8367,"Organise content, form, methods and technologies for delivery of study experiences that occur during educational effort which leads to gaining learning outcomes."
analyse-test-data,analyse test data,skill/competence,cross-sector,key_8371,"Interpret and analyse data collected during testing in order to formulate conclusions, new insights or solutions."
environmental-threats,environmental threats,knowledge,sector-specific,key_8374,"The threats for the environment which are related to biological, chemical, nuclear, radiological, and physical hazards."
ibm-infosphere-information-server,IBM InfoSphere Information Server,knowledge,sector-specific,key_8375,"The software program IBM InfoSphere Information Server is a platform for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company IBM."
create-clay-figures,create clay figures,skill/competence,cross-sector,key_8397,Create mobile figures out of clay using different materials and processes.
cae-software,CAE software,knowledge,cross-sector,key_8405,The software to perform computer-aided engineering (CAE) analysis tasks such as Finite Element Analysis and Computional Fluid Dynamics.
artificial-lighting-systems,artificial lighting systems,knowledge,sector-specific,key_8429,"Types of artificial lighting and their power consumption. HF fluorescent lighting, LED lighting, natural daylight and programmed control systems allow an efficient use of energy."
waste-removal-regulations,waste removal regulations,knowledge,sector-specific,key_8437,Know and understand the regulations and legal agreements governing the performance of waste removal activities.
use-back-up-and-recovery-tools,use back-up and recovery tools,skill/competence,cross-sector,key_8448,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
conduct-quantitative-research,conduct quantitative research,skill/competence,cross-sector,key_8456,"Execute a systematic empirical investigation of observable phenomena via statistical, mathematical or computational techniques."
design-2d-pattern-for-footwear-3d-visualisation,design 2D pattern for footwear 3D visualisation,skill/competence,sector-specific,key_8458,"Prepare the 2D pattern, identify the positioning of elements and possibility of type and properties of footwear choice, for visualisation on the 3D avatar as well as the rendering technologies to obtain a realistic garment."
service-oriented-modelling,service-oriented modelling,knowledge,sector-specific,key_8460,"The principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture and application architecture."
innovate-in-ict,innovate in ICT,skill/competence,sector-specific,key_8462,"Create and describe new original research and innovation ideas within the field of information and communication technologies, compare to the emerging technologies and trends and plan the development of new ideas."
apply-research-ethics-and-scientific-integrity-principles-in-research-activities,apply research ethics and scientific integrity principles in research activities,skill/competence,cross-sector,key_8464,"Apply fundamental ethical principles and legislation to scientific research, including issues of research integrity. Perform, review, or report research avoiding misconducts such as fabrication, falsification, and plagiarism."
remove-computer-virus-or-malware-from-a-computer,remove computer virus or malware from a computer,skill/competence,cross-sector,key_8472,Carry out actions to remove computer viruses or other types of malware from a computer.
utilise-machine-learning,utilise machine learning,skill/competence,sector-specific,key_8476,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision."
microsoft-visual-c,Microsoft Visual C++,knowledge,sector-specific,key_8477,"The computer program Visual C++ is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Microsoft."
oversee-development-of-software,oversee development of software,skill/competence,sector-specific,key_8489,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test."
ibm-informix,IBM Informix,knowledge,sector-specific,key_8510,"The computer program IBM Informix is a tool for creating, updating and managing databases, developed by the software company IBM."
mix-sound-in-a-live-situation,mix sound in a live situation,skill/competence,sector-specific,key_8534,Mix audio signals from multiple sound sources during rehearsals or in a live situation.
create-database-diagrams,create database diagrams,skill/competence,sector-specific,key_8547,Develop the database design models and diagrams which establish the structure of a database by using modelling software tools to be implemented in further processes.
sketchbook-pro,SketchBook Pro,knowledge,sector-specific,key_8551,The computer program SketchBook Pro is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Autodesk.
develop-ict-device-driver,develop ICT device driver,skill/competence,occupation-specific,key_8569,Create a software program that controls the working of an ICT device and its interaction with other applications.
direct-inward-dialing,direct inward dialing,knowledge,sector-specific,key_8582,"The telecommunication service that provides a company with a series of telephone numbers for internal use, such as individual telephone numbers for each employee or every workstation. Using Direct Inward Dialing (DID), a company does not need another line for every connection."
